gse	year	oa	src	n_runs	probe_hits	signal	doi	title	sample_titles
GSE156312	2020	N	geo	99	63	STRONG	10.1021/acschembio.0c00357	PEARL-seq: A Photoaffinity Platform for the Analysis of Small Molecule-RNA Interactions	Aptamer21-DMS-probe-1 | Aptamer21-DMS-probePlusCmpd1-1 | Aptamer21-DMS-probePlusCmpd1-2 | Aptamer21-NAI-probe-3 | Aptamer21-PEARL-Cmpd1-Cmpd2b-None-1 | Aptamer21-PEARL-Cmpd1-Cmpd6-None-1 | Aptamer21-PEARL-Cmpd1-Cmpd6-None-2 | Aptamer21-PEARL-Cmpd1-Cmpd6-None-3 | Aptamer21-PEARL-Cmpd5-Cmpd2b-None-2 | Aptamer21-PEARL-Cmpd5-Cmpd2b-None-3 | Aptamer21-PEARL-Cmpd5-Cmpd6-None-3 | Aptamer21-PEARL-Cmpd7-Cmpd2b-None-1 | Aptamer21-PEARL-Cmpd7-Cmpd2b-None-3 | Aptamer21-PEARL-Cmpd7-Cmpd2d-None-2 | Aptamer21-PEARL-Cmpd7-Cmpd6-None-3 | Aptamer21-PEARL-DMSO-Cmpd2a-R-None-1 | Aptamer21-PEARL-DMSO-Cmpd2a-R-None
GSE143496	2020	N	geo	25	3	STRONG	10.1016/j.cell.2020.03.006	Species-specific processing of long noncoding RNAs contributes to non-conserved functions in human and mouse stem cells	H9 cytoplasm ribo- RNA-seq replicate1 | H9 cytoplasm ribo- RNA-seq replicate2 | H9 total cell ribo- RNA-seq replicate1 | H9 total cell ribo- RNA-seq replicate2 | R1 cytoplasm ribo- RNA-seq replicate1 | R1 nucleus ribo- RNA-seq replicate2 | R1 total cell ribo- RNA-seq replicate1 | H9 FAST KD1 p(A)+ RNA-seq replicate1 | H9 FAST KD1 p(A)+ RNA-seq replicate2 | H9 scramble p(A)+ RNA-seq replicate2 | R1 Ppie KD cytoplasm ribo- RNA-seq | R1 Ppie KD total ribo- RNA-seq | R1 scramble cytoplasm ribo- RNA-seq | R1 scramble nucleus ribo- RNA-seq | hFAST SHAPE-MaP DC | hFAST SHAPE-MaP DMSO | hFAST SHAPE-Ma
GSE140048	2020	N	geo+lit	20	20	STRONG	10.1016/j.celrep.2019.12.011	SHAPE and DMS probing of SLNCR1 lncRNA conserved region 403-780	SLNCR1 SHAPE-MaP | SLNCR1 DMS-MaP | SLNCR1 DMS-MaP | SLNCR1 DMS-MaP | U1 SHAPE-MaP | U1 SHAPE-MaP | U1 SHAPE-MaP | SLNCR1 SHAPE-MaP | SLNCR1 DMS-MaP | SLNCR1 DMS-MaP | U1 SHAPE-MaP | U1 SHAPE-MaP | SLNCR1 SHAPE-MaP | SLNCR1 SHAPE-MaP | SLNCR1 SHAPE-MaP | SLNCR1 SHAPE-MaP | SLNCR1 SHAPE-MaP | SLNCR1 DMS-MaP | U1 SHAPE-MaP | U1 SHAPE-MaP
GSE149767	2020	N	geo+lit	40	34	STRONG	10.1016/j.molcel.2020.11.014	Footprinting SHAPE-eCLIP reveals transcriptome-wide hydrogen bonds at RNA-protein interfaces	K562 fSHAPE vitro rep2 | HepG2 fSHAPE vivo rep1 | HepG2 fSHAPE vitro rep2 | HeLa fSHAPE vitro rep2 | SHAPE-eCLIP noDMS IP rep1 | SHAPE-eCLIP noDMS Input rep1 | SHAPE-eCLIP DMS IP rep1 | fSHAPE-eCLIP vitro IP rep1 | fSHAPE-eCLIP vitro Input rep1 | fSHAPE-eCLIP vitro Input rep2 | K562 untreated rep1 | K562 untreated rep2 | HeLa untreated rep2 | HepG2 untreated rep1 | HepG2 untreated rep2 | K562 fSHAPE vivo rep1 | K562 fSHAPE vitro rep1 | HepG2 fSHAPE vitro rep1 | HeLa fSHAPE vivo rep1 | HeLa fSHAPE vivo rep2 | HeLa fSHAPE vitro rep1 | SHAPE-eCLIP noDMS IP rep2 | SHAPE-eCLIP DMS Input rep1 | SHAP
GSE146407	2020	Y	geo+lit	8	8	STRONG	10.1093/nar/gkaa598	In vivo structure analysis of SINEUP RNA	In vivo-icSHAPE-HEK293T-NAI-N3 rep1 | In vivo-icSHAPE-HEK293T-NAI-N3 rep1 | In vivo-icSHAPE-HEK293T-DMSO rep1 | In vivo-icSHAPE-HEK293T-DMSO rep1 | In vivo-icSHAPE-HEK293T-DMSO rep2 | In vivo-icSHAPE-HEK293T-DMSO rep2 | In vivo-icSHAPE-HEK293T-NAI-N3 rep2 | In vivo-icSHAPE-HEK293T-NAI-N3 rep2
GSE124866	2020	Y	geo+lit	24	24	STRONG	10.1261/rna.072850.119	Tissue-specific structurome changes in the RNA structurome mediate salt salinity response in Arabidopsis	Shoot_minusSalt_minusDMS_rep3 | Shoot_plusSalt_minusDMS_rep1 | Shoot_plusSalt_minusDMS_rep2 | Root_minusSalt_minusDMS_rep1 | Root_minusSalt_minusDMS_rep2 | Root_plusSalt_plusDMS_rep1 | Root_plusSalt_plusDMS_rep2 | Shoot_minusSalt_minusDMS_rep1 | Shoot_minusSalt_minusDMS_rep2 | Shoot_plusSalt_minusDMS_rep3 | Shoot_minusSalt_plusDMS_rep1 | Shoot_minusSalt_plusDMS_rep2 | Shoot_plusSalt_plusDMS_rep2 | Root_minusSalt_minusDMS_rep3 | Root_plusSalt_minusDMS_rep2 | Root_plusSalt_minusDMS_rep3 | Root_minusSalt_plusDMS_rep1 | Root_plusSalt_plusDMS_rep3 | Shoot_minusSalt_plusDMS_rep3 | Shoot_plusSalt_plu
GSE118387	2020	Y	geo+lit	10	10	STRONG	10.1016/j.celrep.2020.03.006	Comparison of 5' UTR structures in Listeria monocytogenes	FUSE_K: FUSE of DMS untreated sample | FUSE_invitro: FUSE of RNA treated with DMS in vitro at 37°C | FUSE_37B: FUSE of cells treated with DMS at 37°C (replicate B) | FUSE_26: FUSE of cells treated with DMS at 26°C | FUSE_lhrA: FUSE of lhrA-mut mutant cells treated with DMS at 37°C | Structure-seq: Structure-seq of cells treated with DMS at 37°C | FUSE_37A: FUSE of cells treated with DMS at 37°C (replicate A) | FUSE_37shift: FUSE of cells grown 26°C and treated with DMS at 37°C | FUSE_hfq: FUSE of Δhfq mutant cells treated with DMS at 37°C | FUSE_prfA: FUSE of prfA* mutant cells treated with DM
GSE148936	2020	Y	geo+lit	14	12	STRONG	10.1261/rna.075986.120	Structure-seq2 probing of RNA structure upon amino acid starvation reveals both known and novel RNA switches in Bacillus	plusAA_minusDMS_rep1 | plusAA_plusDMS_rep3 | minusAA_plusDMS_rep1 | plusAA_RNAseq | plusAA_minusDMS_rep2 | plusAA_minusDMS_rep3 | plusAA_plusDMS_rep1 | minusAA_minusDMS_rep1 | minusAA_minusDMS_rep2 | minusAA_minusDMS_rep3 | minusAA_plusDMS_rep3 | plusAA_plusDMS_rep2 | minusAA_plusDMS_rep2 | minusAA_RNAseq
GSE140649	2020	Y	lit	4	0	NONE	10.1093/nar/gkaa404	Lead-seq: transcriptome-wide structure probing in vivo using lead(II) ions.	37 °C control | 25 °C control | 25 °C + lead(II) acetate | 37 °C + lead(II) acetate
GSE122528	2020	Y	lit	10	0	NONE	10.1073/pnas.2003733117	mRNA adenosine methylase (MTA) deposits m<sup>6</sup>A on pri-miRNAs to modulate miRNA biogenesis in <i>Arabidopsis thaliana</i>.	polyA_m6A_IP_wt | polyA_RNA_mta | smallRNA_Col0_rep1 | smallRNA_Col0_rep2 | polyA_m6A_IP_mta | smallRNA_mta_rep3 | polyA_RNA_wt | smallRNA_Col0_rep3 | smallRNA_mta_rep1 | smallRNA_mta_rep2
GSE122526	2020	Y	lit	6	0	NONE	10.1073/pnas.2003733117	mRNA adenosine methylase (MTA) deposits m<sup>6</sup>A on pri-miRNAs to modulate miRNA biogenesis in <i>Arabidopsis thaliana</i>.	smallRNA_Col0_rep1 | smallRNA_Col0_rep2 | smallRNA_Col0_rep3 | smallRNA_mta_rep1 | smallRNA_mta_rep2 | smallRNA_mta_rep3
GSE122525	2020	Y	lit	4	0	NONE	10.1073/pnas.2003733117	mRNA adenosine methylase (MTA) deposits m<sup>6</sup>A on pri-miRNAs to modulate miRNA biogenesis in <i>Arabidopsis thaliana</i>.	polyA_m6A_IP_wt | polyA_RNA_mta | polyA_RNA_wt | polyA_m6A_IP_mta
GSE116334	2020	Y	lit	8	0	NONE	10.1073/pnas.2003733117	mRNA adenosine methylase (MTA) deposits m<sup>6</sup>A on pri-miRNAs to modulate miRNA biogenesis in <i>Arabidopsis thaliana</i>.	Control m6A IP Rep 1 | Salt m6A IP Rep 1 | Salt m6A IP Rep 2 | Control m6A Supernatant Rep 1 | Control m6A Supernatant Rep 2 | Salt m6A Supernatant Rep 1 | Salt m6A Supernatant Rep 2 | Control m6A IP Rep 2
GSE116333	2020	Y	lit	4	0	NONE	10.1073/pnas.2003733117	mRNA adenosine methylase (MTA) deposits m<sup>6</sup>A on pri-miRNAs to modulate miRNA biogenesis in <i>Arabidopsis thaliana</i>.	Control GMUCT Rep2 | Control GMUCT Rep1 | Salt GMUCT Rep1 | Salt GMUCT Rep2
GSE116332	2020	Y	lit	4	0	NONE	10.1073/pnas.2003733117	mRNA adenosine methylase (MTA) deposits m<sup>6</sup>A on pri-miRNAs to modulate miRNA biogenesis in <i>Arabidopsis thaliana</i>.	Control mRNA-seq rep1 | Salt mRNA-seq rep1 | Control mRNA-seq rep2 | Salt mRNA-seq rep2
GSE108852	2020	Y	lit	50	0	NONE	10.1073/pnas.2003733117	mRNA adenosine methylase (MTA) deposits m<sup>6</sup>A on pri-miRNAs to modulate miRNA biogenesis in <i>Arabidopsis thaliana</i>.	WT mRNA-seq rep1 | mta mRNA-seq rep4 | WT rep2 m6A IP supernatant | WT rep2 m6A IP m6A+ fraction | mta rep1 m6A IP supernatant | mta rep1 m6A IP m6A+ fraction | mta rep2 m6A IP m6A+ fraction | mta GMUCT rep1 | Col0 rep1 dsRNase structure-only | Control m6A Supernatant Rep 1 | Control m6A Supernatant Rep 2 | Salt m6A Supernatant Rep 1 | Salt m6A Supernatant Rep 2 | Control GMUCT Rep2 | Control mRNA-seq rep1 | Salt mRNA-seq rep1 | WT mRNA-seq rep2 | WT mRNA-seq rep3 | WT mRNA-seq rep4 | WT rep1 m6A IP supernatant | mta rep2 m6A IP supernatant | mta GMUCT rep2 | Col0 rep1 ssRNase structure-only |
GSE108767	2020	Y	lit	16	0	NONE	10.1073/pnas.2003733117	mRNA adenosine methylase (MTA) deposits m<sup>6</sup>A on pri-miRNAs to modulate miRNA biogenesis in <i>Arabidopsis thaliana</i>.	Col0 rep1 dsRNase structure-only | Col0 rep1 ssRNase protein-bound | Col0 rep2 dsRNase structure-only | mta rep1 ssRNase structure-only | mta rep1 ssRNase protein-bound | mta rep2 ssRNase structure-only | mta rep2 dsRNase structure-only | mta rep2 dsRNase protein-bound | Col0 rep1 ssRNase structure-only | Col0 rep1 dsRNase protein-bound | Col0 rep2 ssRNase structure-only | Col0 rep2 ssRNase protein-bound | Col0 rep2 dsRNase protein-bound | mta rep1 dsRNase structure-only | mta rep1 dsRNase protein-bound | mta rep2 ssRNase protein-bound
GSE149061	2020	N	lit	6	2	STRONG	10.1021/acs.biochem.0c00020	Anomalous Reverse Transcription through Chemical Modifications in Polyadenosine Stretches.	TOD_MapSeq | TOD_MapSeq | TOD_synthetic | HIV_3UTR | TOD_synthetic | TOD_synthetic
GSE166024	2020	Y	lit	14	0	NONE	10.1002/ana.25719	Human-Specific Transcriptome of Ventral and Dorsal Midbrain Dopamine Neurons.	ventral_SNpc_HC2 | dorsal_SNpc_HC1 | ventral_SNpc_HC7 | dorsal_SNpc_HC4 | ventral_SNpc_HC4 | dorsal_SNpc_HC5 | dorsal_SNpc_HC2 | ventral_SNpc_HC6 | ventral_SNpc_HC1 | dorsal_SNpc_HC7 | dorsal_SNpc_HC3 | ventral_SNpc_HC3 | dorsal_SNpc_HC6 | ventral_SNpc_HC5
GSE139176	2019	Y	geo	366	0	NONE	10.1073/pnas.1908052116	mRNA structure regulates protein expression through changes in functional half-life	UL12MODBC155 | UL12NCBC117 | UL14MODBC157 | UL14NCBC119 | UL16DENBC168 | UL16MODBC158 | UL18NCBC16 | UL21MODBC140 | UL22DENBC21 | UL23DENBC171 | UL23MODBC161 | UL24DENBC24 | UL24MODBC23 | UL26DENBC172 | UL26MODBC162 | UL26NCBC124 | UL27MODBC111 | moUL25DENBC94 | moUL27MODBC22 | moUL27NCBC21 | moUL29NCBC45 | moUL2NCBC24 | moUL30MODBC17 | moUL31DENBC26 | moUL32NCBC48 | moUL33MODBC28 | moUL34MODBC18 | moUL34NCBC48 | moUL35DENBC105 | moUL35NCBC192 | moUL37MODBC25 | moUL39DENBC107 | moUL3MODBC10 | moUL4NCBC18 | moUL5NCBC15 | moUL6MODBC13 | moUL7DENBC29 | moUL7NCBC27 | moUL9DENBC88 | mpUL11NCBC146 |
GSE122199	2019	Y	geo	104	2	STRONG	10.1101/gad.322776.118	Planarians recruit piRNAs for mRNA turnover in adult stem cells	IP_SMEDWI1 rep3 | IP_SMEDWI2 rep1 | IP_SMEDWI3 rep2 | IP_SMEDWI3 rep3 | RNA-Seq_X1_unc_exp1 rep1 | RNA-Seq_X1_unc_exp1 rep3 | RNA-Seq_X1_sm3_exp1 rep1 | RNA-Seq_Xins_sm3_exp1 rep3 | RNA-Seq_X1_unc_exp2_pe rep2 | RNA-Seq_X1_sm2_exp2_pe rep1 | RNA-Seq_X1_sm2_exp2_pe rep3 | Degradome_Seq 1 | CLASH_up 5 | CLASH_up 6 | CLASH_down 2 | CLIP_down rep3 | ChIP-Seq_smedwi-2_inpt-1 | ChIP-Seq_smedwi-2_inpt-2 | ChIP-Seq_smedwi-2_inpt-2 | ChIP-Seq_smedwi-2_K4me3-2 | ChIP-Seq_smedwi-2_K4me3-2 | ChIP-Seq_smedwi-3_inpt-2 | ChIP-Seq_smedwi-3_K4me3-1 | ChIP-Seq_smedwi-3_K4me3-2 | ChIP-Seq_unc_input-2 | ChIP-Seq_
GSE126195	2019	N	geo	184	0	NONE	10.1016/j.cell.2019.03.046	Structure of examined circular RNAs and some of their linear cognate RNAs	circCAMSAP1 | circCCNB1 | circEZH2 | circFCHO2 | circFGFR1_1 | circPOLR2A | circPOLR2A | circPVT1 | circPVT1 | circPVT1 | circRELL1 | circSDHAF2 | circTBCD | circDHX34 | circDHX34 | circFKBP8 | circKIAA0368 | circMBOAT2 | circMBOAT2 | circPIP5K1C | circPPP1CB | circPROSC | circPROSC | circPROSC | circPTK2 | circPTK2 | circPTK2 | circSLC22A23 | circSLC22A23 | circSNHG4 | circSNHG4 | circTMEM181 | circVAPB | circVAPB | circVAPB | circASXL1 | circDYNC1H1 | circLDLRAD3 | circPHF21A | circPHF21A | circSMARCA5 | circSMARCA5 | circSMARCA5 | linearCAMSAP1 | linearCCNB1 | linearEPHB4 | linearEZH2 | lin
GSE122967	2019	N	geo	20	0	NONE	10.1016/j.cell.2019.03.046	Structure and degradation of circular RNAs regulate PKR activation in innate immunity	HeLa ctrl poly(A)-/Ribo- RNA replicate 1 | HeLa RNaseL KO ctrl poly(A)+ RNA | HeLa wt EMCV poly(A)+ RNA replicate 1 | HeLa wt ctrl poly(A)-/Ribo- RNA replicate 1 | HeLa wt EMCV poly(A)-/Ribo- RNA replicate 1 | HeLa wt EMCV poly(A)-/Ribo- RNA replicate 2 | HeLa poly(I:C) poly(A)+ RNA | HeLa ctrl poly(A)-/Ribo- RNA replicate 2 | HeLa poly(I:C) poly(A)-/Ribo- RNA replicate 2 | HeLa RNaseL KO poly(I:C) poly(A)+ RNA | HeLa RNaseL KO ctrl poly(A)-/Ribo- RNA replicate 2 | HeLa ctrl poly(A)+ RNA | HeLa RNaseL KO poly(I:C) poly(A)-/Ribo- RNA replicate 1 | HeLa poly(I:C) poly(A)-/Ribo- RNA replicate 1 |
GSE119006	2019	Y	geo	55	0	NONE	10.1186/s13059-019-1880-3	Functional classification of chromatin associated lncRNAs via histone modification specific PIRCh-seq analysis	V6.5_Input_Rep1 | V6.5_Input_Rep2 | V6.5_H3K4me1_PIRCh_Rep1 | V6.5_H3K4me3_PIRCh_Rep2 | V6.5_H3K27ac_PIRCh_Rep2 | V6.5_H3K27me3_PIRCh_Rep1 | V6.5_H3K9me3_PIRCh_Rep1 | V6.5_H3K9me3_PIRCh_Rep2 | MEF_Input_Rep1 | MEF_H3_PIRCh_Rep1 | MEF_H3K4me1_PIRCh_Rep1 | MEF_H3K4me3_PIRCh_Rep1 | MEF_H3K4me3_PIRCh_Rep2 | MEF_H3K27ac_PIRCh_Rep1 | MEF_H3K27ac_PIRCh_Rep2 | MEF_H3K27me3_PIRCh_Rep1 | MEF_H3K9me3_PIRCh_Rep1 | MEF_H4K16ac_PIRCh_Rep2 | NPC_H3K4me3_PIRCh_Rep1 | NPC_H3K4me3_PIRCh_Rep2 | NPC_H3K27me3_PIRCh_Rep1 | H9_H3K4me1_PIRCh_Rep2 | HFF_H3_PIRCh_Rep1 | NPC Lnc-Nr2f1 ChIRP even | NPC Lnc-Nr2f1 ChIRP od
GSE134865	2019	Y	geo+lit	12	12	STRONG	10.1186/s13059-019-1901-2	Transcriptome-wide analysis of RNA structure in MCF7 cells with and without inhibition of eIF4A by hippuristanol treatme	Control / DMS(-) replicate 1 | Control / DMS(+) replicate 1 | Hippuristanol / DMS(-) replicate 2 | Hippuristanol / DMS(+) replicate 1 | Hippuristanol / DMS(+) replicate 2 | Hippuristanol / DMS(+) replicate 3 | Control / DMS(-) replicate 3 | Hippuristanol / DMS(-) replicate 1 | Hippuristanol / DMS(-) replicate 3 | Control / DMS(-) replicate 2 | Control / DMS(+) replicate 2 | Control / DMS(+) replicate 3
GSE135211	2019	N	geo+lit	35	35	STRONG	10.1073/pnas.1905491116	PAIR-MaP visualizes RNA base pairing complexity in human and bacterial non-coding RNAs	Total RNA cell-free plusDMS | Total RNA cell-free minusDMS | 5S rRNA cell-free minusDMS | RNase P cell-free minusDMS | tmRNA cell-free plusDMS | U1 and RMRP cell-free plusDMS | 5S, rpsB, rpsM in-cell plusDMS | 5S, rpsB, rpsM in-cell minusDMS | U1 and RMRP in-cell minusDMS | Total RNA cell-free plusDMS | Total RNA cell-free minusDMS | 5S rRNA cell-free plusDMS | RNase P cell-free plusDMS | RNase P cell-free minusDMS | tmRNA cell-free plusDMS | tmRNA cell-free minusDMS | rpsB and rpsM cell-free minusDMS | rRNA in-cell plusDMS | rRNA in-cell minusDMS | RNase P and tmRNA in-cell plusDMS | RNase P 
GSE118309	2019	Y	geo+lit	42	2	STRONG	10.1261/rna.067561.118	Carbodiimide reagents for the chemical probing of RNA structure in cells	7SK IVT 10mM CMC A | 7SK (grp A) 10mM CMC B | 7SK (grp A) 100mM EDC A | 7SK (grp B) untreated A | 7SK (grp B) 300mM EDC A | 7SK (grp B) 300mM EDC B | 7SK (grp B) 30mM CMC B | 7SK (grp B) 90mM CMC B | Xist[4658-5090] 1500mM EDC A | Xist[4658-5090] 90mM CMC A | Xist[4658-5090] 90mM CMC B | Xist[4701-5001]IVT 10mM CMC A | Xist[4701-5001]IVT 10mM CMC B | Xist[4701-5001]IVT 100mM EDC A | Xist[4701-5001]IVT 100mM EDC B | 7SK IVT 100mM EDC A | 7SK IVT untreated A | 7SK IVT untreated B | 7SK (grp A) untreated A | 7SK (grp A) untreated B | 7SK (grp B) glyoxal A | 7SK (grp B) glyoxal B | 7SK (grp B) unt
GSE113529	2019	Y	geo+lit	37	1	WEAK	10.1093/nar/gky1172	Assaying RNA Structure with LASER-seq	5_70S_EFG_GDPNP_UV_NAZ_SSII_FL | 14_70S_UV_SSII_Trunc | 17_70S_EFG_GDPNP_UV_NAZ_SSII_Trunc | 20_70S_UV_tgirt_Trunc | 1_70S_UV | 2_70S_UV | 3_70S_UV_NAz | 8_70S_UV_tgirt_FL | 10_70S_EFG_UV_NAZ_tgirt_FL | 11_70S_EFG_GDPNP_UV_NAZ_tgirt_FL | 13_70S_None_SSII_Trunc | 15_70S_UV_NAZ_SSII_Trunc | 16_70S_EFG_UV_NAZ_SSII_Trunc | 19_70S_None_tgirt_Trunc | 23_70S_EFG_GDPNP_UV_NAZ_tgirt_Trunc | yeast_80S_untreated | yeast_80S_10mM_1M7_25C_3min | yeast_80S_untreated_2 | yeast_80S_300mM_NaZ | K562_UV_only_1min | 4_70S_UV_NAz | 10_70S_0.25uM onc112_UV_NAz | 11_70S_1uM onc112_UV_NAz | 12_70S_5uM onc112_UV_NAz 
GSE121927	2019	Y	lit	44	0	NONE	10.1093/nar/gkz736	Detection of internal N7-methylguanosine (m7G) RNA modifications by mutational profiling sequencing.	E. coli-RsmG KO-NaBH4 treated-total RNA | E. coli-WT-untreated-mRNA-rep3 | E. coli-WT-NaBH4 treated-mRNA-rep1 | S. cerevisiae-WT-untreated-mRNA-exp1-rep1 | S. cerevisiae-WT-untreated-mRNA-exp1-rep2 | S. cerevisiae-WT-untreated-mRNA-exp2-rep2 | S. cerevisiae-WT-untreated-smRNA-rep2 | S. cerevisiae-WT-NaBH4 treated-smRNA-rep1 | S. cerevisiae-WT-NaBH4 treated-smRNA-rep3 | HeLa-untreated | HeLa-untreated-smRNA-rep2 | HeLa-untreated-smRNA-rep3 | HeLa-NaBH4 treated-smRNA-rep2 | HeLa-NaBH4 treated-smRNA-rep3 | A. thaliana-untreated-smRNA-rep2 | A. thaliana-NaBH4 treated-smRNA-rep2 | E. coli-WT-NaBH4 
GSE134888	2019	Y	lit	18	0	NONE	10.1186/s13059-019-1901-2	mRNA structural elements immediately upstream of the start codon dictate dependence upon eIF4A helicase activity.	Polysomal RNA Control replicate 1 | Sub-polysomal RNA Control replicate 3 | Sub-polysomal RNA Hippuristanol replicate 1 | Total RNA Hippuristanol replicate 2 | Polysomal RNA Hippuristanol replicate 1 | Polysomal RNA Hippuristanol replicate 2 | Sub-polysomal RNA Control replicate 1 | Sub-polysomal RNA Control replicate 2 | Sub-polysomal RNA Hippuristanol replicate 3 | Total RNA Control replicate 1 | Total RNA Hippuristanol replicate 1 | Polysomal RNA Control replicate 2 | Polysomal RNA Control replicate 3 | Polysomal RNA Hippuristanol replicate 3 | Sub-polysomal RNA Hippuristanol replicate 2 | 
GSE121120	2019	Y	lit	12	0	NONE	10.3389/fnmol.2019.00062	<i>Lmx1b</i> Influences Correct Post-mitotic Coding of Mesodiencephalic Dopaminergic Neurons.	Lmx1b-conditional-control_103031-001-004 | Lmx1b-conditional-control_103031-001-006 | Lmx1b-conditional-ko_103031-001-001 | Lmx1b-conditional-ko_103031-001-002 | Lmx1b-conditional-ko_103031-001-002 | Lmx1b-conditional-control_103031-001-004 | Lmx1b-conditional-control_103031-001-005 | Lmx1b-conditional-control_103031-001-006 | Lmx1b-conditional-ko_103031-001-001 | Lmx1b-conditional-ko_103031-001-003 | Lmx1b-conditional-ko_103031-001-003 | Lmx1b-conditional-control_103031-001-005
GSE111962	2018	Y	geo+lit	2	2	STRONG	10.1093/nar/gky486	RNA Framework: an all-in-one toolkit for the analysis of RNA structures and post-transcriptional modifications	DMS-MaPseq on E. coli (Total RNA) | DMS-MaPseq on E. coli (Ribo-depleted RNA)
GSE108857	2018	N	geo	6	6	STRONG	10.1038/s41586-018-0135-x	SWI/SNF subunit CHR2 remodels pri-miRNAs via microprocessor component SE to inhibit miRNA production DMS-MaPseq)	Col DMS (+) Rep1 | chr2 DMS (+) Rep1 | Col DMS (+) Rep2 | chr2 DMS (+) Rep2 | Col-0 DMS (-) | chr2 DMS (-)
GSE103421	2018	N	geo	63	24	STRONG	10.1016/j.molcel.2018.02.035	A stress response that monitors and regulates mRNA structure is central to cold-shock adaptation	Ribosome profiling 6 hr after shift to 10°C in WT cells | Ribosome profiling 5 min after shift to 10°C in WT cells | Ribosome profiling 10 min after shift to 10°C in WT cells_2 | Ribosome profiling at 37°C in WT cells_2 | mRNA-seq at 37°C in WT cells_1 | mRNA-seq 10 min after shift to 10°C in WT cells | mRNA-seq 3 hr after shift to 10°C in WT cells | mRNA-seq 8 hr after shift to 10°C in WT cells | DMS-seq 30 min after shift to 10°C in WT cells | DMS-seq 6 hr after shift to 10°C in WT cells | Total RNA-seq 8 hr after shift to 10°C in WT cells | Total RNA-seq 8 hr after shift to 10°C in ∆rnr cel
GSE97486	2018	N	geo	0	0	NONE	10.1016/j.cell.2018.04.039	Human telomerase requires TCAB1 for catalytic function and for shaping RNA component conformation	
GSE110516	2018	N	geo	8	8	STRONG	10.1016/j.cell.2018.03.080	secondary structure based on icSHAPE of pre-let-7 and hDicer-TRBP  bound pre-let-7	pre-let-7-NAI | hDicer-TRBP-pre-let-7-DMSO | pre-let-7-DMSO | pre-let-7-NAI | hDicer-TRBP-pre-let-7-DMSO | hDicer0TRBP-pre-let-7-NAI | hDicer0TRBP-pre-let-7-NAI | pre-let-7-DMSO
GSE102216	2018	Y	geo+lit	4	0	NONE	10.1073/pnas.1807988115	Ribosome profiling analysis of heat effect on rice	C10m_rice_22oC_10min_riboseq_rep2.fastq.gz | C10m_rice_22oC_10min_riboseq_rep1.fastq.gz | H10m_rice_42oC_10min_riboseq_rep1.fastq.gz | H10m_rice_42oC_10min_riboseq_rep2.fastq.gz
GSE100713	2018	Y	geo+lit	20	0	NONE	10.1073/pnas.1807988115	Genome-wide analysis of heat effect on rice transcriptome by RNA-seq	C10m_rice_22oC_10min_rep1.fastq.gz | C10m_rice_22oC_10min_rep2.fastq.gz | C2h_rice_22oC_10min_30oC_1h50min_rep2.fastq.gz | HR20m_rice_42oC_10min_30oC_10min_rep1.fastq.gz | HR20m_rice_42oC_10min_30oC_10min_rep2.fastq.gz | HR2h_rice_42oC_10min_30oC_1h50min_rep2.fastq.gz | C20m_rice_22oC_10min_30oC_10min_rep1.fastq.gz | C1h_rice_22oC_10min_30oC_50min_rep2.fastq.gz | C2h_rice_22oC_10min_30oC_1h50min_rep1.fastq.gz | C10h_rice_22oC_10min_30oC_9h50min_rep2.fastq.gz | H10m_rice_42oC_10min_rep2.fastq.gz | HR10h_rice_42oC_10min_30oC_9h50min_rep2.fastq.gz | C20m_rice_22oC_10min_30oC_10min_rep2.fastq.gz |
GSE102069	2018	N	geo	30	30	STRONG	10.1016/j.molcel.2018.09.003	Unraveling cis-regulatory elements by mapping structural changes in mRNAs	dms rep1 uninfected | dms rep1 uninfected | dms rep2 uninfected | not dms treated uninfected | dms denaturated uninfected | dms rep1 72hr post infection | dms rep2 72hr post infection | dms rep2 72hr post infection | not dms treated 72hr post infection | not dms treated 72hr post infection | dms denaturated 72hr post infection | dms rep2 uninfected | not dms treated uninfected | dms rep1 05hr post infection | dms rep2 24hr post infection | dms rep1 72hr post infection | dms rep2 72hr post infection | dms without puromycin 72hr post infection | dms rep1 uninfected | dms rep2 uninfected | not dm
GSE105112	2018	Y	geo	12	4	STRONG	10.1016/j.celrep.2018.08.093	Structural characterization of ribosome variants	1_CK07_30S_no_DMS_1 | 9_CK07_30S_3 | 2_CK09_30S_no_DMS_1 | 5_CK07_30S_1 | 7_CK07_30S_2 | 4_CK09_30S_no_DMS_2 | 6_CK09_30S_1 | 12_CK09_30S_4 | 3_CK07_30S_no_DMS_2 | 11_CK07_30S_4 | 8_CK09_30S_2 | 10_CK09_30S_3
