year_range	doi	pub_year	open_access	pmcid	accession	title
2025-2026	10.1261/rna.080846.125	2026	Y	PMC12990807		Deep learning for RNA secondary structure determination: gauging generalizability and broadening the scope of traditional methods.
2025-2026	10.1261/rna.080638.125	2026	N	PMC13255729		Distribution and structural diversity of type IV internal ribosome entry sites.
2025-2026	10.1016/j.virol.2026.110846	2026	N			The influence of natural adaptation of the DCS-PK structure on the replication efficiency of Zika virus.
2025-2026	10.3791/70886	2026	N			Visualization and Quantification of Intermolecular RNA Base Pairing in in vitro RNA Clusters Using Split Broccoli RNA Reporters.
2025-2026	10.1093/nar/gkag672	2026	N			Characterizing RNA 3D structural features from DMS reactivity.
2025-2026	10.21769/bioprotoc.5575	2026	N			High-Resolution Mapping of RNA-RNA Interactions Across the HIV-1 Genome With HicapR.
2025-2026	10.1038/s41467-026-70097-9	2026	Y	PMC13002888	PRJNA1392914	Systematic identification of variant-specific RNA structure-small molecule interactions exemplified by RNA G-quadruplexes.
2025-2026	10.1126/sciadv.aeb6806	2026	Y	PMC13196742	PRJNA1375461	Unlocking translational control of specialized metabolism in plants through 5'UTR structure.
2025-2026	10.1371/journal.pone.0345208	2026	N			DMS-informed secondary structure modeling of Epstein-Barr Virus LMP-1 pre-mRNA defines novel elements spanning introns.
2025-2026	10.1002/wrna.70051	2026	N			Noncoding RNAs and the Architecture of Gene Regulation: Focus on Long and Small Regulatory RNAs.
2025-2026	10.1016/j.celrep.2026.117451	2026	N			Pnky lncRNA secondary structure maps identify functional regions that control neurogenesis in neural stem cells.
2025-2026	10.3760/cma.j.cn511374-20260107-00013	2026	N			[Advance in the application of molecular ruler-based RNA 3D dynamic analysis for the interpretation of variants of uncertain significance].
2025-2026	10.1128/jvi.00898-26	2026	N			Comparative analysis of flavivirus sfRNA dynamics and secondary structure.
2025-2026	10.1007/s11427-026-3331-5	2026	N			RNA regulation in plants.
2025-2026	10.3390/ijms27114728	2026	Y	PMC13257266		Dissection of the EIAV Core Packaging Region Identifies SL2 Stem and SL2-SL3 Junction as Gag-Associated Packaging Determinants and Antiviral Targets.
2025-2026	10.1128/jvi.00882-26	2026	N			GC content mismatch of transgene destabilizes RNA virus genomes.
2025-2026	10.1038/s42003-026-09819-0	2026	Y	PMC13172522		Cleavage region organizes the structural architecture of the SINE-derived B2 repressive ribozyme.
2025-2026	10.1016/j.jbc.2026.113264	2026	N			Intragenomic riboregulatory interaction modulates the conformation of the hepatitis C virus 3'X RNA.
2025-2026	10.1155/humu/6998123	2026	Y	PMC13179470	GSE43378	A Propionate Metabolism-Based Gene Signature Reveals Immunogenomic and Transcriptomic Determinants of Prognosis in Glioblastoma Through Multiomics Integration.
2025-2026	10.1002/anie.1434064	2026	N			Structure-Encoded Oxidation Enables Nucleotide-Resolved RNA Editing, Conjugation, and Structural Probing.
2025-2026	10.1002/wrna.70042	2026	N			Structural and Functional Diversity of RNA-Containing Toxin-Antitoxin Systems.
2025-2026	10.1126/sciadv.adz4967	2026	Y	PMC12935039	GSE262014	Diverse database and machine learning model to narrow the generalization gap in RNA structure prediction.
2025-2026	10.3390/biology15060457	2026	Y	PMC13023823		R3J-AGNN: GNN-Based Prediction of Inter-Branch Angles in RNA Three-Way Junctions from Secondary Structure.
2025-2026	10.1016/j.jmb.2026.169701	2026	N	PMC13175443		Nucleotide-Resolution Mapping Reveals Specific MLE Binding Site on roX2 lncRNA.
2025-2026	10.1002/brv.70188	2026	N			RNA-centric world of retroviruses: unravelling the molecular strategies of genomic RNA packaging.
2025-2026	10.1080/15476286.2026.2644525	2026	Y	PMC12990946		Molecular insights into dynamic RNA quaternary assemblies.
2025-2026	10.1261/rna.080976.126	2026	N			Cancer-associated synonymous mutations reveal stress signal-dependent mRNA folding that selectively modulates protein function.
2025-2026	10.1016/j.jbc.2026.111441	2026	Y	PMC13191251		Alternative probe chemistries for single-molecule analysis of long noncoding RNA.
2025-2026	10.5009/gnl250363	2026	Y	PMC13180509	GSE39582	Identification of Poor Prognosis-Associated Fibroblast Subpopulation Signature Genes Utilizing the Scissor Algorithm to Classify Colorectal Cancer Subtypes and Evaluate the Immune Landscape.
2025-2026	10.1016/j.ygcen.2026.114899	2026	N			Multiplex in situ hybridization chain reaction reveals the spatial organization of six pituitary hormone mRNAs in the Japanese eel.
2025-2026	10.1038/s44318-026-00769-1	2026	Y	PMC13187072		A leader-repeat hairpin blocks extraneous CRISPR RNA production in diverse CRISPR-Cas13 systems.
2025-2026	10.1007/978-1-0716-4670-0_12	2026	N			Unveiling Functional Long-Range RNA Structures via RIC-seq Analysis.
2025-2026	10.1128/jvi.00355-26	2026	Y	PMC13288635		An IRES-like cis-acting element located within the EV-A71 coding region drives translation independent of the 5'-IRES and modulates viral fitness through regulated binding of viral RNA to 3D polymerase.
2025-2026	10.1128/jvi.00303-26	2026	Y	PMC13288613		Lost in translation: interferon-stimulated genes targeting flavivirus protein synthesis.
2025-2026	10.1007/s12035-026-05870-4	2026	N			Regulation of HSP90AA1/NRF2 by BDNF Contributes to the Attenuation of Rotenone-Induced Oxidative Stress in Parkinson's Disease Models.
2025-2026	10.1007/978-1-0716-4670-0_3	2026	N	PMC12614253		Integrated Analysis of Cross-Link-Ligation Data for the Detection of RNA 2D/3D Structures and Interactions In Vivo.
2025-2026	10.1093/jxb/erag063	2026	N			Review: Specificity determinants of the plant splicing code.
2025-2026	10.3390/v18010128	2026	Y	PMC12846624		Making Sense from Structure: What the Immune System Sees in Viral RNA.
2025-2026	10.1073/pnas.2529073123	2026	Y	PMC12798952		ADAR-GPT: A continually fine-tuned language model for predicting A-to-I RNA editing sites.
2025-2026	10.3389/abp.2026.15861	2026	Y	PMC12960278		Structural potential of the 5' noncoding regions of the mRNAs encoding p53 isoforms.
2025-2026	10.1007/978-1-0716-5084-4_5	2026	N			Analyzing Structural Heterogeneity in RNA Using Fluorescence-Detected Circular Dichroism Spectroscopy.
2025-2026	10.1261/rna.080730.125	2026	N			Ancestral intronic splicing regulatory elements in the SCNα gene family.
2025-2026	10.3390/cells15020105	2026	Y	PMC12838836		Decoding the lncRNA World: Comprehensive Approaches to lncRNA Structure and Interactome Studies.
2025-2026	10.1093/bib/bbag009	2026	Y	PMC12834306		Decoding RNA triple helices: identification from sequence and secondary structure.
2025-2026	10.3760/cma.j.cn112151-20250708-00453	2026	N			[Prognostic stratification value of MLH1 promoter methylation in endometrioid endometrial carcinomas with a dMMR molecular phenotype].
2025-2026	10.1186/s12863-026-01462-2	2026	N			Single nuclear RNA sequencing shows altered microglial and astrocytic functions in post-mortem Parkinson's disease tissue.
2025-2026	10.1080/15476286.2026.2638283	2026	Y	PMC12962679		Sequence and ionic requirements of pUG fold quadruplexes.
2025-2026	10.3390/ijms27062613	2026	Y	PMC13026550		Structural Remodeling and Enzymatic Replacement Shape the Evolution of Organellar Group II Introns in &lt;i&gt;Ulva&lt;/i&gt;.
2025-2026	10.1111/febs.70462	2026	N			Coordinated translation initiation determines -1 programmed ribosomal frameshifting efficiency of chromosomal genes to impact on cell fitness.
2025-2026	10.1007/s12539-025-00806-3	2026	N			Multi-Network Co-expression Analysis Enhances Biological Insights from Single-Cell Gene Expression.
2025-2026	10.1038/s41419-025-08391-5	2026	Y	PMC13061952	GSE8397	TMBIM6 enhances dopaminergic neuron survival by modulating the IRE1a pathway in Parkinson's disease.
2025-2026	10.1016/j.celrep.2026.116982	2026	Y	PMC13034579		A bicistronic viral genome uses a compact type IV IRES near its 3' end to express a transmembrane protein.
