pmid	doi	year	oa	pmcid	title
7508985	10.1006/jmbi.1994.1118	1994	N		Visualization of a tertiary structural domain of the Tetrahymena group I intron by electron microscopy.
9016660	10.1093/nar/24.24.4910	1996	N	PMC146327	Protonatable hairpins are conserved in the 5'-untranslated region of tymovirus RNAs.
9034357	10.1006/jmbi.1996.0745	1997	N		Rapid evolution of translational control mechanisms in RNA genomes.
14767989	10.1002/hep.20054	2004	N		PAR1 antagonism protects against experimental liver fibrosis. Role of proteinase receptors in stellate cell activation.
8672884	10.1105/tpc.8.5.847	1996	N		Transcription factor veracity: is GBF3 responsible for ABA-regulated expression of Arabidopsis Adh?
8599212	10.1006/viro.1996.0114	1996	N		Physical and functional characterization of the double-stranded RNA binding protein encoded by the vaccinia virus E3 gene.
8955902	10.1016/s0300-9084(96)80005-8	1996	N		RNAs mediating cotranslational insertion of selenocysteine in eukaryotic selenoproteins.
10338310	10.1016/s0306-4522(98)00494-1	1999	N		Expression of thymosin beta4 messenger RNA in normal and kainate-treated rat forebrain.
10408624	10.1016/s0306-4522(99)00020-2	1999	N		Co-expression in Xenopus neurons and neuroendocrine cells of messenger RNA homologues of exocytosis proteins DOC2 and munc18-1.
14693397	10.1016/j.earlhumdev.2003.08.014	2003	N		The presence of TATA-binding protein in the brainstem, correlated with sleep apnea in SIDS victims.
9607711	10.1016/s0306-4522(97)00634-9	1998	N		Expression of 10 GABA(A) receptor subunit messenger RNAs in the motor-related thalamic nuclei and basal ganglia of Macaca mulatta 
8058729	10.1073/pnas.91.17.7884	1994	N	PMC44508	Independent in vitro assembly of a ribonucleoprotein particle containing the 3' domain of 16S rRNA.
8609616	10.1006/jmbi.1996.0064	1996	N		Secondary structure model for the first three domains of Q beta RNA. Control of A-protein synthesis.
8428940	10.1016/s0021-9258(18)53821-7	1993	N		In vivo DNA-protein interactions at the divergent mercury resistance (mer) promoters. II. Repressor/activator (MerR)-RNA polymeras
7882985	10.1002/j.1460-2075.1995.tb07060.x	1995	N	PMC398149	Evidence for a Prp24 binding site in U6 snRNA and in a putative intermediate in the annealing of U6 and U4 snRNAs.
7830888	10.1016/0306-4522(94)90376-x	1994	N		Temporal changes in the messenger RNA levels of cellular immediate early genes and neurotransmitter/receptor genes in the rat neos
10391477	10.1016/s0306-4522(98)00683-6	1999	N		Distribution of the nociceptin and nocistatin precursor transcript in the mouse central nervous system.
2327573	10.1016/0003-2697(90)90684-2	1990	N		Photochemical crosslinking in oligonucleotide-protein complexes between a bromine-substituted 2-5A analog and 2-5A-dependent RNase
8154880	10.1002/ana.410350421	1994	N		Dopamine transporter messenger RNA in Parkinson's disease and control substantia nigra neurons.
10067870	10.1210/endo.140.3.6549	1999	N		Pituitary homeobox 1 (Ptx1) is differentially expressed during pituitary development.
11131562	10.1017/s0033583500003590	2000	N		Structures of helical junctions in nucleic acids.
1595884	10.1016/0003-2697(92)90284-e	1992	N		Affinity blotting assay for 2-5A-dependent RNase.
10891614	10.1016/s0306-4522(00)00157-3	2000	N		Cannabinoid receptor messenger RNA levels decrease in a subset of neurons of the lateral striatum, cortex and hippocampus of trans
8413929	10.1016/0306-4522(93)90432-f	1993	N		Immunocytochemistry and in situ hybridization of neuropeptide Y in the hypothalamus of Xenopus laevis in relation to background ad
1583162	10.1002/cne.903180302	1992	N		Comparative distribution of messenger RNAs encoding glutamic acid decarboxylases (Mr 65,000 and Mr 67,000) in the basal ganglia of
7592434	10.1128/jb.177.22.6560-6567.1995	1995	N	PMC177509	Inhibition of translation initiation on Escherichia coli gnd mRNA by formation of a long-range secondary structure involving the r
8429553	10.1006/jmbi.1993.1041	1993	N		Functional sites in the 5' region of human immunodeficiency virus type 1 RNA form defined structural domains.
8289236	10.1016/s0022-2836(05)80021-x	1994	N		Post-transcriptional regulation of the str operon in Escherichia coli. Structural and mutational analysis of the target site for t
7837267	10.1006/jmbi.1994.0028	1995	N		Inhibition of transcription initiation by lac repressor.
11689565	10.1074/jbc.m107882200	2002	N		Human relaxin gene 3 (H3) and the equivalent mouse relaxin (M3) gene. Novel members of the relaxin peptide family.
12853328	10.1111/j.1749-6632.2003.tb07544.x	2003	N		Gene and protein expression profiles of anti- and pro-apoptotic actions of dopamine, R-apomorphine, green tea polyphenol (-)-epiga
8595808	10.1006/exer.1993.1083	1993	N		Differential expression of the cellular retinaldehyde-binding protein in bovine ciliary epithelium.
14724155	10.1136/gut.2003.021899	2004	N	PMC1774912	Evidence for the presence of functional protease activated receptor 4 (PAR4) in the rat colon.
1828990	10.1021/bi00240a017	1991	N		Conformational transition required for efficient splicing of transcripts from hybrid lambda promoter yeast tRNA gene fusion.
1731069	10.1016/0022-2836(92)90726-z	1992	N		Effect of dimerization on the conformation of the encapsidation Psi domain of Moloney murine leukemia virus RNA.
10619468	10.1016/s0306-4522(99)00413-3	2000	N		Effect of unilateral 6-hydroxydopamine lesions of the nigrostriatal pathway on GABA(A) receptor subunit gene expression in the rod
9832462	10.1210/endo.139.12.6365	1998	N		Detection of prolactin receptor gene expression in the sheep pituitary gland and visualization of the specific translation of the 
8049227	10.1021/bi00197a030	1994	N		Elevated unconstrained supercoiling of plasmid DNA generated by transcription and translation of the tetracycline resistance gene 
8833998		1995	N		Cloning and characterization of a new member of the G-protein coupled receptor EDG family.
1445917	10.1021/bi00162a024	1992	N		Secondary structure of the self-cleaving RNA of hepatitis delta virus: applications to catalytic RNA design.
10329144	10.1006/jmbi.1999.2688	1999	Y	PMC7126229	The role of RNA pseudoknot stem 1 length in the promotion of efficient -1 ribosomal frameshifting.
7678570	10.1016/0378-1119(93)90542-b	1993	N		Allele-specific structure probing of plasmid-derived 16S ribosomal RNA from Escherichia coli.
11342439	10.1182/blood.v97.10.3123	2001	N		Proteolysis of the urokinase-type plasminogen activator receptor by metalloproteinase-12: implication for angiogenesis in fibrin m
10683409	10.1016/s0306-4522(99)00506-0	2000	N		Acute immediate-early gene response to 6-hydroxydopamine infusions into the medial forebrain bundle.
8634917		1996	N	PMC1369379	A novel RNA structural motif in the selenocysteine insertion element of eukaryotic selenoprotein mRNAs.
9579786	10.1016/s0306-4522(97)00490-9	1998	N		Expression of messenger RNAs encoding ionotropic glutamate receptors in rat brain: regulation by haloperidol.
2388828	10.1093/nar/18.15.4463	1990	N	PMC331265	Structure of the 5' untranslated regulatory region of ferritin mRNA studied in solution.
1854588	10.1007/bf01135558	1991	N		Ferritin mRNA probed, near the iron regulatory region, with protein and chemical (1,10-phenanthroline-Cu) nucleases. A possible ro
1712293	10.1002/j.1460-2075.1991.tb07756.x	1991	N	PMC452909	A functional pseudoknot in 16S ribosomal RNA.
9276505	10.1016/s0306-4522(97)00139-5	1997	N		Expression of the genes for alpha-type and beta-type calcitonin gene-related peptide during postnatal rat brain development.
8168492	10.1002/j.1460-2075.1994.tb06464.x	1994	N	PMC395037	Mechanism of post-segregational killing: translation of Hok, SrnB and Pnd mRNAs of plasmids R1, F and R483 is activated by 3'-end 
10426535	10.1016/s0306-4522(99)00043-3	1999	N		Dopamine-opiate interaction in the regulation of neostriatal and pallidal neuronal activity as assessed by opioid precursor peptid
8350985	10.1016/0306-4522(93)90463-p	1993	N		Preferential expression of superoxide dismutase messenger RNA in melanized neurons in human mesencephalon.
9322916	10.1210/endo.138.10.5442	1997	N		Pituitary adenylate cyclase-activating polypeptide potentiation of Ca2+ entry via protein kinase C and A pathways in melanotrophs 
8464694	10.1093/nar/21.5.1073	1993	N	PMC309265	Unique secondary and tertiary structural features of the eucaryotic selenocysteine tRNA(Sec).
8428939	10.1016/s0021-9258(18)53820-5	1993	N		In vivo DNA-protein interactions at the divergent mercury resistance (mer) promoters. I. Metalloregulatory protein MerR mutants.
1762683	10.1016/0306-4522(91)90233-e	1991	N		A comparison of D1 receptor binding and mRNA in rat brain using receptor autoradiographic and in situ hybridization techniques.
9551096	10.1006/jmbi.1997.1556	1998	N		Mutations in the leader region of ribosomal RNA operons cause structurally defective 30 S ribosomes as revealed by in vivo structu
9322918	10.1210/endo.138.10.5423	1997	N		Initial expression of the common alpha-chain in hypophyseal pars tuberalis-specific cells in spontaneous recrudescent hamsters.
2384330		1990	N	PMC1256961	The supraoptic nucleus: a morphological and quantitative study in control and hypophysectomised rats.
7753391	10.1016/0306-4522(94)00497-s	1995	N		Anatomical analysis of the neurons expressing the acetylcholinesterase gene in the rat brain, with special reference to the striat
7609872	10.1016/0306-4522(94)00527-c	1995	N		Phenotypical characterization of neurons expressing the dopamine D3 receptor in the rat brain.
1972767		1990	N		Localization by in situ hybridization of gamma-glutamyl transpeptidase mRNA in the rat kidney using 35S-labeled RNA probes.
8923536	10.1016/0306-4522(96)00159-5	1996	N		Distribution of messenger RNAs for the orphan nuclear receptors Nurr1 and Nur77 (NGFI-B) in adult rat brain using in situ hybridiz
7984057	10.1016/0169-328x(94)90282-8	1994	N		The molecular cloning and expression of a human synaptic vesicle amine transporter that suppresses MPP+ toxicity.
1648693	10.1016/0304-3940(91)90104-2	1991	N		Melatonin receptor mRNA expression in Xenopus oocytes: inhibition of G-protein-activated response.
9048604	10.1210/endo.138.3.5007	1997	N		Thyrotropin expression in hypophyseal pars tuberalis-specific cells is 3,5,3'-triiodothyronine, thyrotropin-releasing hormone, and
8345517	10.1006/jmbi.1993.1396	1993	N		Dynamics of in vitro assembly of 16 S rRNA into 30 S ribosomal subunits.
9053794	10.1016/0306-4522(95)00470-x	1996	N		Unilateral nigrostriatal lesions induce a bilateral increase in glutamate decarboxylase messenger RNA in the reticular thalamic nu
1874736	10.1016/s0021-9258(18)98483-8	1991	N		Activation of the Pseudomonas TOL plasmid upper pathway operon. Identification of binding sites for the positive regulator XylR an
8813729	10.1210/mend.10.7.8813729	1996	N		Regulation of the Mel 1a melatonin receptor mRNA and protein levels in the ovine pars tuberalis: evidence for a cyclic adenosine 3
12770567	10.1016/s0306-4522(03)00170-2	2003	N		Central administration of the neurotensin receptor antagonist SR48692 attenuates vacuous chewing movements in a rodent model of ta
7700529	10.1016/0306-4522(94)00395-l	1995	N		Heterogeneity of melanized neurons expressing neurotensin receptor messenger RNA in the substantia nigra and the nucleus paranigra
2045367	10.1128/jb.173.11.3478-3487.1991	1991	N	PMC207961	Influence of oxygen on DNA binding, positive control, and stability of the Bradyrhizobium japonicum NifA regulatory protein.
10414533	10.1002/(sici)1096-9861(19990726)410:2<277::aid-cne9>3.0.co;2-v	1999	N		Distribution of glutamic acid decarboxylase mRNA in the forebrain of the rainbow trout as studied by in situ hybridization.
9801041	10.1097/00006982-199809000-00010	1998	N		Vitreomacular traction syndrome following highly active antiretroviral therapy in AIDS patients with cytomegalovirus retinitis.
7890168	10.1016/0378-1119(94)00864-o	1995	N		Discovering genes with localised expression in the mouse brain: cDNAs specific to the substantia nigra.
9421411	10.1210/endo.139.1.5699	1998	N		Mel 1a melatonin receptor expression is regulated by protein kinase C and an additional pathway addressed by the protein kinase C 
10468045	10.1097/00024382-199907000-00001	1999	N		Novel roles of nitric oxide in hemorrhagic shock.
8756579	10.1210/endo.137.9.8756579	1996	N		The ovine pars tuberalis secretes a factor(s) that regulates gene expression in both lactotropic and nonlactotropic pituitary cell
8612518	10.1210/endo.137.5.8612518	1996	N		Short photoperiod-dependent down-regulation of thyrotropin-alpha and -beta in hamster pars tuberalis-specific cells is prevented b
1359452	10.1016/0306-4522(92)90097-l	1992	N		Acute and repeated administration of fluphenazine-N-mustard alters levels of tyrosine hydroxylase mRNA in subsets of mesencephalic
1397279	10.1016/0014-5793(92)81339-n	1992	N		The cDNA structure of the porcine pro-hormone convertase PC2 and the comparative processing by PC1 and PC2 of the N-terminal glyco
1313001	10.1128/jb.174.7.2312-2322.1992	1992	N	PMC205853	Interaction between DNA and alpha/beta-type small, acid-soluble spore proteins: a new class of DNA-binding protein.
2269428	10.1101/gad.4.12a.2132	1990	N		Lethal and temperature-sensitive mutations and their suppressors identify an essential structural element in U2 small nuclear RNA.
2405391	10.1073/pnas.87.2.851	1990	N	PMC53364	Saccharomyces cerevisiae U1 small nuclear RNA secondary structure contains both universal and yeast-specific domains.
9931369	10.1007/s004410051229	1999	N		Sheep 5HT2A receptors: partial cloning of the coding sequence and mRNA localization by in situ hybridization in the ewe hypothalam
2002508	10.1016/0022-2836(91)90874-6	1991	N		Involvement of "hinge" nucleotides of Xenopus laevis 5 S rRNA in the RNA structural organization and in the binding of transcripti
